day,S,E,I,R
0,728276,0,0,0
0.1,728276.0,0.0,0.0,0.0
0.2,728276.0,0.0,0.0,0.0
0.30000000000000004,728276.0,0.0,0.0,0.0
0.4,728269.6799999418,2.9683631183353905e-09,5.333027506506693e-08,1.5433832988818763e-09
0.5,728269.679999941,3.6638785889828703e-09,5.3016819228818357e-08,1.923184736841012e-09
0.6,728269.6799999402,4.341188472444961e-09,5.27192729054206e-08,2.3008043086168876e-09
0.7,728269.6799999395,5.000878284544292e-09,5.243716590664207e-08,2.6763539653734364e-09
0.7999999999999999,728275.9999999865,1.2444298469568268e-08,7.580066528727041e-10,9.459475874865464e-12
0.8999999999999999,728275.9999999865,1.2210318222110341e-08,9.982630996171144e-10,1.573567516134833e-11
0.9999999999999999,728275.9999999865,1.1984324342215746e-08,1.2322266999820152e-09,2.370539563165316e-11
1.0999999999999999,728275.9999999865,1.1766071121527101e-08,1.4600989367856388e-09,3.332441174663305e-11
1.2,728275.9999999865,1.1555320522165154e-08,1.6820750390782802e-09,4.4549914677328437e-11
1.3,728275.9999999865,1.1351841937781791e-08,1.898344177119532e-09,5.734046833521734e-11
1.4000000000000001,728269.679999921,2.031516235159032e-08,5.2966493525317745e-08,5.327620465777925e-09
1.5000000000000002,728269.6799999203,2.0662042928924817e-08,5.2997837099730626e-08,5.706060507249298e-09
1.6000000000000003,728269.6799999195,2.1002498128030226e-08,5.3035806167903043e-08,6.084748198538963e-09
1.7000000000000004,728269.6799999187,2.1336748889610005e-08,5.3080227735290567e-08,6.4637302433987795e-09
1.8000000000000005,728275.9999999736,2.2312492781681182e-08,3.622985182034726e-09,1.5242130705351656e-10
1.9000000000000006,728275.9999999736,2.1924875760475096e-08,4.037969133809629e-09,1.797882376223372e-10
2.0000000000000004,728275.9999999735,2.1550728306745932e-08,4.442409829509359e-09,2.1008147959290545e-10
2.1000000000000005,728275.9999999733,2.118963700371689e-08,4.836646595182384e-09,2.4322694223689016e-10
2.2000000000000006,728275.9999999732,2.0841201345103695e-08,5.221008232356099e-09,2.791529207974135e-10
2.3000000000000007,728275.9999999731,2.0505033332953674e-08,5.595813346200802e-09,3.1779002249209783e-10
2.400000000000001,728269.6799999003,3.417217302678382e-08,5.557163543532507e-08,9.196895094672217e-09
2.500000000000001,728269.6799998995,3.42815130276675e-08,5.585821228210048e-08,9.594858753231918e-09
2.600000000000001,728269.6799998987,3.439274123844602e-08,5.614494735317837e-08,9.994869932548288e-09
2.700000000000001,728269.6799998978,3.4505822507952074e-08,5.6431876800214285e-08,1.0396929892480165e-08
2.800000000000001,728275.9999999601,3.0588214071617156e-08,8.041785035472879e-09,5.581501188656596e-10
2.9000000000000012,728275.99999996,3.010016882429066e-08,8.589234921023767e-09,6.175547570900575e-10
3.0000000000000013,728275.9999999598,2.9629434596478242e-08,9.123235848104307e-09,6.808214563581865e-10
3.1000000000000014,728275.9999999597,2.9175481493073912e-08,9.644223210971049e-09,7.478557158206052e-10
3.2000000000000015,728275.9999999596,2.8737796173485953e-08,1.0152618910881492e-08,8.185660961430974e-10
3.3000000000000016,728275.9999999595,2.831588133599453e-08,1.0648831776868613e-08,8.928641246388022e-10
3.4000000000000017,728269.6799998797,4.575689893516132e-08,6.041459156039139e-08,1.3335608097054944e-08
3.5000000000000018,728269.6799998789,4.570534381989278e-08,6.089595764750724e-08,1.3768862718927381e-08
3.600000000000002,728269.679999878,4.56616179122582e-08,6.137294859349824e-08,1.4205539932678062e-08
3.700000000000002,728269.6799998771,4.5625504302417756e-08,6.184574939313164e-08,1.4645609151363476e-08
3.800000000000002,728275.9999999462,3.7948164472244555e-08,1.3660627769164533e-08,1.323988308532223e-09
3.900000000000002,728275.999999946,3.739460899058851e-08,1.4314102370482313e-08,1.4239074281939709e-09
4.000000000000002,728275.9999999458,3.6861146808311076e-08,1.4952095753024523e-08,1.528438628458762e-09
4.100000000000001,728275.9999999455,3.6347164686253826e-08,1.5575112386940726e-08,1.6374731403177272e-09
4.200000000000001,728275.9999999453,3.585206855192413e-08,1.6183641122994755e-08,1.7509057420420798e-09
4.300000000000001,728275.999999945,3.537528290252697e-08,1.6778155679714892e-08,1.868634649365074e-09
4.4,728269.679999858,5.592524507789992e-08,6.700693557438579e-08,1.7885087140487408e-08
4.5,728269.6799998571,5.576558404565649e-08,6.764294152026972e-08,1.83659841636237e-08
4.6,728269.6799998562,5.5618080057594437e-08,6.827136059454698e-08,1.8851396813412127e-08
4.699999999999999,728269.6799998552,5.548238508087987e-08,6.889248558704519e-08,1.9341271948978972e-08
4.799999999999999,728275.9999999313,4.4858669552958416e-08,2.0261233299079624e-08,2.5271686907546044e-09
4.899999999999999,728275.999999931,4.426227712419615e-08,2.1005015450835883e-08,2.6745584137486217e-09
4.999999999999998,728275.9999999306,4.368809298575981e-08,2.1731841146643368e-08,2.8271999711197933e-09
5.099999999999998,728275.9999999303,4.3135441524437273e-08,2.244226688005865e-08,2.9849742432125715e-09
5.1999999999999975,728275.9999999299,4.260366825321278e-08,2.3136831931596064e-08,3.1477660235255193e-09
5.299999999999997,728275.9999999296,4.209213915331212e-08,2.3816058905659907e-08,3.3154638976887383e-09
5.399999999999997,728275.9999999292,4.160024003675119e-08,2.448045425074854e-08,3.4879601262164713e-09
5.4999999999999964,728275.9999999289,4.112737592874892e-08,2.5130508763451565e-08,3.66515053091726e-09
5.599999999999996,728275.9999999285,4.067297046938576e-08,2.5766698076745134e-08,3.846934384847708e-09
5.699999999999996,728275.9999999282,4.023646533390794e-08,2.6389483133074664e-08,4.033214305699451e-09
5.799999999999995,728275.9999999278,3.9817319671096506e-08,2.6999310642698983e-08,4.223896152512372e-09
5.899999999999995,728275.9999999275,3.941500955913832e-08,2.7596613527755198e-08,4.4188889256104406e-09
5.999999999999995,728275.9999999271,3.9029027478453605e-08,2.81818113524892e-08,4.618104669659771e-09
6.099999999999994,728275.9999999268,3.86588818009517e-08,2.875531074008293e-08,4.8214583797516355e-09
6.199999999999994,728275.9999999263,3.830409629520311e-08,2.9317505776496033e-08,5.028867910416194e-09
6.299999999999994,728275.9999999258,3.7964209647031977e-08,2.986877840172657e-08,5.240253887475635e-09
6.399999999999993,728275.9999999254,3.7638774995048346e-08,3.0409498788882797e-08,5.455539622648281e-09
6.499999999999993,728275.9999999249,3.7327359480654894e-08,3.0940025711445865e-08,5.674651030817943e-09
6.5999999999999925,728275.9999999244,3.702954381207693e-08,3.146070689909135e-08,5.897516549885509e-09
6.699999999999992,728275.999999924,3.674492184197881e-08,3.197187938242623e-08,6.124067063122317e-09
6.799999999999992,728275.9999999235,3.6473100158243414e-08,3.2473869826986633e-08,6.3542358239473784e-09
6.8999999999999915,728275.999999923,3.621369768750452e-08,3.2966994856831045e-08,6.587958383052941e-09
6.999999999999991,728275.9999999226,3.5966345311034634e-08,3.345156136805318e-08,6.825172517805248e-09
7.099999999999991,728275.9999999221,3.573068549260347e-08,3.392786683252865e-08,7.0658181638496034e-09
7.19999999999999,728275.9999999217,3.5506371917933876e-08,3.439619959219968e-08,7.309837348851089e-09
7.29999999999999,728275.9999999212,3.529306914539395e-08,3.4856839144192864e-08,7.557174128304409e-09
7.39999999999999,728269.6799998119,6.321408735872187e-08,8.883444774521987e-08,3.469573413677718e-08
7.499999999999989,728269.6799998106,6.321882165003632e-08,8.946200134882576e-08,3.533250978107396e-08
7.599999999999989,728269.6799998094,6.323233819174892e-08,9.008527065161933e-08,3.5973752527264936e-08
7.699999999999989,728269.6799998081,6.325440248733647e-08,9.070445881872991e-08,3.6619432502446746e-08
7.799999999999988,728275.999999905,4.691505589923274e-08,3.781434711475999e-08,8.85126131792166e-09
7.899999999999988,728275.9999999044,4.652562557539822e-08,3.8476251312537877e-08,9.1237351918651e-09
7.999999999999988,728275.9999999038,4.6153180542657416e-08,3.9125853917558954e-08,9.40089276414545e-09
8.099999999999987,728275.9999999033,4.5797213480824964e-08,3.976357589275796e-08,9.68264767751208e-09
8.199999999999987,728275.9999999027,4.5457232976997384e-08,4.038982525418253e-08,9.968916535109143e-09
8.299999999999986,728275.9999999021,4.513276303033258e-08,4.1004997475187096e-08,1.0259618809448978e-08
8.399999999999986,728269.6799997849,7.489904117060524e-08,9.706564724300639e-08,4.133329605895707e-08
8.499999999999986,728269.6799997835,7.478881835305859e-08,9.786633180802779e-08,4.2029486414953435e-08
8.599999999999985,728269.6799997821,7.46921028196918e-08,9.865925617313678e-08,4.2731368037611206e-08
8.699999999999985,728269.6799997807,7.4608517349606e-08,9.944474097823609e-08,4.3438886647927814e-08
8.799999999999985,728275.9999998851,5.671247783531655e-08,4.471546735786512e-08,1.1786804145348176e-08
8.899999999999984,728275.9999998844,5.622768720782524e-08,4.552254580743319e-08,1.2109091967425038e-08
8.999999999999984,728275.9999998837,5.5763802794545775e-08,4.631442830407844e-08,1.2437090050790929e-08
9.099999999999984,728275.999999883,5.532019939436352e-08,4.7091633367900424e-08,1.2770691714430766e-08
9.199999999999983,728275.9999998823,5.489627140602877e-08,4.785466356557105e-08,1.3109793923766747e-08
9.299999999999983,728275.9999998816,5.449143221796361e-08,4.860400600836271e-08,1.3454297178493355e-08
9.399999999999983,728269.6799997563,8.60445268356898e-08,1.0696243326044226e-07,4.861994306444989e-08
9.499999999999982,728269.6799997548,8.585358682483097e-08,1.0791398593039497e-07,4.938736516621898e-08
9.599999999999982,728269.6799997533,8.56798862546854e-08,1.0885513337541928e-07,5.016154666177393e-08
9.699999999999982,728269.6799997517,8.552293659198606e-08,1.0978628832414526e-07,5.0942414709681354e-08
9.799999999999981,728275.9999998636,6.622487145888252e-08,5.297977701515757e-08,1.5264761781949362e-08
9.89999999999998,728275.9999998627,6.566953705683107e-08,5.391689584531356e-08,1.5646546210054055e-08
9.99999999999998,728275.9999998619,6.513832858647002e-08,5.483651960568867e-08,1.6034961500068263e-08
10.09999999999998,728275.9999998611,6.463052514125233e-08,5.573924638520372e-08,1.642988483436577e-08
10.19999999999998,728275.9999998603,6.414542841756717e-08,5.662565587585642e-08,1.6831197601333455e-08
10.29999999999998,728275.9999998595,6.368236201106585e-08,5.749630994705081e-08,1.72387852660267e-08
10.399999999999979,728269.6799997257,9.699981986268707e-08,1.1834584499808826e-07,5.666780162278277e-08
10.499999999999979,728269.6799997239,9.675295526901315e-08,1.1943414271233406e-07,5.751702343075432e-08
10.599999999999978,728269.6799997222,9.652637159219413e-08,1.2050997786840214e-07,5.8373973990252294e-08
10.699999999999978,728269.6799997204,9.631949097518054e-08,1.215738375565106e-07,5.923856603156253e-08
10.799999999999978,728275.9999998399,7.571945059615458e-08,6.24836132592796e-08,1.937770605054623e-08
10.899999999999977,728275.999999839,7.51113924463968e-08,6.354177381603075e-08,1.9827808457539788e-08
10.999999999999977,728275.9999998381,7.453020276547578e-08,6.458055457778855e-08,2.0285399538376792e-08
11.099999999999977,728275.9999998371,7.39750801635084e-08,6.560062089595437e-08,2.075034325457545e-08
11.199999999999976,728275.9999998362,7.344524838389755e-08,6.660261766771658e-08,2.1222508246727012e-08
11.299999999999976,728275.9999998353,7.293995552091432e-08,6.758716997465961e-08,2.1701767690687033e-08
11.399999999999975,728269.6799996925,1.0802663309184917e-07,1.3110714942783263e-07,6.557885245566908e-08
11.499999999999975,728269.6799996906,1.0774191636569372e-07,1.3232399136536905e-07,6.651968652182784e-08
11.599999999999975,728269.6799996888,1.0748004818323089e-07,1.335267271982785e-07,6.746916160517138e-08
11.699999999999974,728269.6799996869,1.0724037659899342e-07,1.3471590614255575e-07,6.842717891939195e-08
11.799999999999974,728275.9999998146,8.539820594733796e-08,7.315689236617033e-08,2.4211390715591926e-08
11.899999999999974,728275.9999998135,8.475028504562391e-08,7.433157048699232e-08,2.473814793470013e-08
11.999999999999973,728275.9999998125,8.41316585306477e-08,7.548526941541797e-08,2.5273220348149836e-08
12.099999999999973,728275.9999998114,8.354145477552954e-08,7.661871352746752e-08,2.5816460705081507e-08
12.199999999999973,728275.9999998104,8.297882949947159e-08,7.773260494730258e-08,2.636772684885891e-08
12.299999999999972,728275.9999998092,8.244296491649925e-08,7.882762424203757e-08,2.692688156062184e-08
12.399999999999972,728275.999999808,8.193306891073137e-08,7.990443109490738e-08,2.7493792407724068e-08
12.499999999999972,728275.9999998069,8.144837423735284e-08,8.096366495746584e-08,2.806833159690432e-08
12.599999999999971,728275.9999998057,8.098813774848865e-08,8.200594568146831e-08,2.865037583204291e-08
12.69999999999997,728275.9999998045,8.055163964320342e-08,8.303187413107146e-08,2.9239806176361147e-08
12.79999999999997,728275.9999998034,8.013818274087482e-08,8.40420327759637e-08,2.98365079189251e-08
12.89999999999997,728275.9999998022,7.974709177721249e-08,8.503698626602033e-08,3.044037044531974e-08
12.99999999999997,728275.999999801,7.937771272221686e-08,8.601728198805932e-08,3.1051287112363434e-08
13.09999999999997,728275.9999997998,7.902941211939419e-08,8.698345060525524e-08,3.166915512673703e-08
13.199999999999969,728275.9999997985,7.870157644556565e-08,8.7936006579752e-08,3.22938754274056e-08
13.299999999999969,728275.9999997972,7.839361149062855e-08,8.887544867899781e-08,3.292535257171466e-08
