day,S,E,I,R
0,5381733,0,0,0
0.1,5381733.0,0.0,0.0,0.0
0.2,5381733.0,0.0,0.0,0.0
0.30000000000000004,5381733.0,0.0,0.0,0.0
0.4,5378785.999920819,4.063448430895363e-06,7.300482248771988e-05,2.112766596982892e-06
0.5,5378785.999919777,5.015552717050573e-06,7.257572686323318e-05,2.6326839708377604e-06
0.6,5378785.99991874,5.942735030477854e-06,7.21684100718785e-05,3.1496145467958102e-06
0.7,5378785.999917708,6.845796894864132e-06,7.178222846409009e-05,3.663711576923346e-06
0.7999999999999999,5381732.999985286,1.3859003266433206e-05,8.441790995986866e-07,1.0534857175614104e-08
0.8999999999999999,5381732.999985272,1.3598423449761e-05,1.1117486125255694e-06,1.7524553430328885e-08
0.9999999999999999,5381732.999985254,1.334673791462809e-05,1.3723098896131735e-06,2.6400295385072867e-08
1.0999999999999999,5381732.999985233,1.310367301982153e-05,1.626087318844706e-06,3.71128298101041e-08
1.2,5381732.999985208,1.2868963666609221e-05,1.8732983234885314e-06,4.961448124168827e-08
1.3,5381732.999985179,1.2642353032628728e-05,2.114153579240995e-06,6.385910301373721e-08
1.4000000000000001,5378785.999895764,2.498244296243189e-05,7.197221156775951e-05,7.274916623393763e-06
1.5000000000000002,5378785.999894735,2.550571835707848e-05,7.196306234306299e-05,7.788964904391663e-06
1.6000000000000003,5378785.999893707,2.6018502799851024e-05,7.196430144838983e-05,8.302985104030095e-06
1.7000000000000004,5378785.99989268,2.652115095602627e-05,7.197564942430066e-05,8.817050421186337e-06
1.8000000000000005,5381732.999970951,2.4839063136641186e-05,4.034274523663826e-06,1.6974198225027762e-07
1.9000000000000006,5381732.999970891,2.440756866884362e-05,4.4962422243200075e-06,2.002152151092246e-07
2.0000000000000004,5381732.9999708235,2.3991068614456745e-05,4.946473135324122e-06,2.3394607172682731e-07
2.1000000000000005,5381732.99997075,2.3589102755616235e-05,5.385344996484866e-06,2.7085207404746225e-07
2.2000000000000006,5381732.99997067,2.320122524649235e-05,5.813223831654221e-06,3.1085340009336654e-07
2.3000000000000007,5381732.999970584,2.2827004165602074e-05,6.230464314041469e-06,3.538728015908093e-07
2.400000000000001,5378785.999871277,4.165493077156494e-05,7.45602415273589e-05,1.2498727086645673e-05
2.500000000000001,5378785.999870212,4.18846733792179e-05,7.486199583169782e-05,1.3032376482161857e-05
2.600000000000001,5378785.999869143,4.211413473241378e-05,7.516617809343387e-05,1.356818995051403e-05
2.700000000000001,5378785.999868068,4.234335474091936e-05,7.547276582623209e-05,1.4106184753375923e-05
2.800000000000001,5381732.999956387,3.402954710549587e-05,8.952058171721378e-06,6.214695634028368e-07
2.9000000000000012,5381732.999956255,3.348667217855895e-05,9.561060432283525e-06,6.8759689702914e-07
3.0000000000000013,5381732.999956114,3.296305377452868e-05,1.0155102463820587e-05,7.580205245370822e-07
3.1000000000000014,5381732.999955965,3.245810244863672e-05,1.073466859113077e-05,8.326353259565215e-07
3.2000000000000015,5381732.999955808,3.197124717103947e-05,1.130022812966248e-05,9.113395868922743e-07
3.3000000000000016,5381732.999955642,3.150193475322744e-05,1.1852235853575818e-05,9.940348929949421e-07
3.4000000000000017,5378785.999846578,5.553069746607313e-05,7.98726173000902e-05,1.8008922400305934e-05
3.5000000000000018,5378785.999845437,5.556081869040204e-05,8.041108972409999e-05,1.858136614193588e-05
3.600000000000002,5378785.9998442875,5.559795952336284e-05,8.09464001609038e-05,1.9157644725339562e-05
3.700000000000002,5378785.999843132,5.56419362448622e-05,8.14787091686801e-05,1.973773614118605e-05
3.800000000000002,5381732.999941135,4.218066858088003e-05,1.5200512489368038e-05,1.4738242903122271e-06
3.900000000000002,5381732.999940912,4.156560214003879e-05,1.5926758164902495e-05,1.5850035250078813e-06
4.000000000000002,5381732.999940679,4.097286397594062e-05,1.6635801256021123e-05,1.7013084520308981e-06
4.100000000000001,5381732.999940436,4.0401772647443755e-05,1.7328202340824072e-05,1.8226182083396612e-06
4.200000000000001,5381732.999940184,3.985166801175113e-05,1.8004504640881094e-05,1.948815872706857e-06
4.300000000000001,5381732.999939922,3.932191056104871e-05,1.8665234562561514e-05,2.0797883436877795e-06
4.4,5378785.999821073,6.763224196520648e-05,8.730470930007794e-05,2.3977198469719647e-05
4.5,5378785.999819826,6.752785461194831e-05,8.80301066878123e-05,2.4603398568060115e-05
4.6,5378785.999818568,6.743579414579817e-05,8.874838420349257e-05,2.523475447117072e-05
4.699999999999999,5378785.9998173,6.735571577595735e-05,8.945983473032703e-05,2.5871216374184083e-05
4.799999999999999,5381732.999924832,4.980976992415965e-05,2.2533167437964182e-05,2.812286564950329e-06
