day,S,E,I,R
0,1154008,0,0,0
0.1,1154008.0,0.0,0.0,0.0
0.2,1154008.0,0.0,0.0,0.0
0.30000000000000004,1154008.0,0.0,0.0,0.0
0.4,1154008.2527999976,1.0830514080413126e-10,1.9458343604821723e-09,5.63126338781225e-11
0.5,1154008.2527999976,1.3368205662505494e-10,1.9343974583487776e-09,7.017025391176664e-11
0.6,1154008.2527999976,1.583947145351603e-10,1.923541038441022e-09,8.394826531439993e-11
0.7,1154008.2527999976,1.8246447794959748e-10,1.9132479452423458e-09,9.765075279065247e-11
0.7999999999999999,1154007.9999999993,4.195873489380163e-10,2.5557889239910188e-11,3.189473809493615e-13
0.8999999999999999,1154007.9999999993,4.1169818170413397e-10,3.365867256661149e-11,5.305634737683467e-13
0.9999999999999999,1154007.9999999993,4.0407829271054286e-10,4.154727850652716e-11,7.992804200928979e-13
1.0999999999999999,1154007.9999999993,3.9671939735055845e-10,4.9230500503398946e-11,1.1236070569802914e-12
1.2,1154007.9999999993,3.896134696448178e-10,5.6714921141198904e-11,1.5020999890396012e-12
1.3,1154007.9999999993,3.827527341846476e-10,6.400691871822278e-11,1.9333621058932654e-12
1.4000000000000001,1154008.2527999966,7.103516408128108e-10,1.9267227066632895e-09,1.941877876985936e-10
1.5000000000000002,1154008.2527999966,7.235369257182482e-10,1.92729782733341e-09,2.0795199221822627e-10
1.6000000000000003,1154008.2527999966,7.364692588845522e-10,1.928129088858162e-09,2.2172122363193334e-10
1.7000000000000004,1154008.2527999966,7.491572718979804e-10,1.9292097135663685e-09,2.3549728717970044e-10
1.8000000000000005,1154007.9999999986,7.523214056642806e-10,1.2215738617872966e-10,5.139229288831864e-12
1.9000000000000006,1154007.9999999986,7.392519214304871e-10,1.3614961049955486e-10,6.061969375863551e-12
2.0000000000000004,1154007.9999999986,7.266365975232889e-10,1.4978634241878754e-10,7.0833773878980126e-12
2.1000000000000005,1154007.9999999986,7.144614945565495e-10,1.6307902316727123e-10,8.200955169642296e-12
2.2000000000000006,1154007.9999999986,7.02713108453849e-10,1.7603873911515902e-10,9.412285014829694e-12
2.3000000000000007,1154007.9999999986,6.913783568886177e-10,1.8867623283678706e-10,1.071502717122643e-11
2.400000000000001,1154008.2527999957,1.1909687706399158e-09,2.0111119439355467e-09,3.345684083912782e-10
2.500000000000001,1154008.2527999957,1.1958307836520357e-09,2.0205812150352493e-09,3.4896729490710724e-10
2.600000000000001,1154008.2527999957,1.2007304538779164e-09,2.030080360200119e-09,3.634339254454314e-10
2.700000000000001,1154008.2527999957,1.2056674581877123e-09,2.0396099140307737e-09,3.779685153078387e-10
2.800000000000001,1154007.999999998,1.0313710589178307e-09,2.7114906331849915e-10,1.8819356712010597e-11
2.9000000000000012,1154007.999999998,1.0149151411522468e-09,2.8960795914564377e-10,2.082233477357131e-11
3.0000000000000013,1154007.999999998,9.990429162285919e-10,3.076133829663744e-10,2.2955533670647122e-11
3.1000000000000014,1154007.999999998,9.837365171455763e-10,3.2518001540215544e-10,2.52157670234126e-11
3.2000000000000015,1154007.999999998,9.68978635086956e-10,3.423220821175612e-10,2.7599951680198038e-11
3.3000000000000016,1154007.999999998,9.547525020351044e-10,3.5905336800794967e-10,3.010510451873495e-11
3.4000000000000017,1154008.2527999948,1.5922760465840735e-09,2.1735007017755814e-09,4.838826302096739e-10
3.5000000000000018,1154008.2527999948,1.59148843801793e-09,2.189755185141839e-09,4.994657654349245e-10
3.600000000000002,1154008.2527999948,1.5909463253855289e-09,2.205880739956968e-09,5.151645401827942e-10
3.700000000000002,1154008.2527999948,1.5906430240014343e-09,2.2218831093729237e-09,5.309780541503189e-10
3.800000000000002,1154007.9999999972,1.279554868657105e-09,4.6060625621812415e-10,4.464162248149217e-11
3.900000000000002,1154007.9999999972,1.2608896787433737e-09,4.826405004645015e-10,4.8010676814138385e-11
4.000000000000002,1154007.9999999972,1.2429020081472877e-09,5.041527382573708e-10,5.153524401092179e-11
4.100000000000001,1154007.9999999972,1.225571179255412e-09,5.251599796613841e-10,5.521165652305946e-11
4.200000000000001,1154007.9999999972,1.2088771607289124e-09,5.456787080761741e-10,5.903636641134996e-11
4.300000000000001,1154007.9999999972,1.1928005473745772e-09,5.657248966624136e-10,6.300594164325432e-11
4.4,1154008.2527999938,1.9439119385126003e-09,2.3968053068427965e-09,6.470543731708257e-10
4.5,1154008.2527999938,1.939319849519161e-09,2.4184400202534393e-09,6.642518245656625e-10
4.6,1154008.2527999938,1.9351246871425226e-09,2.4398332090548397e-09,6.816029412873779e-10
4.699999999999999,1154008.2527999938,1.9313151756321658e-09,2.4609943896598465e-09,6.991060323220827e-10
4.799999999999999,1154007.9999999965,1.512597274857739e-09,6.831711462832886e-10,8.521041502469423e-11
4.899999999999999,1154007.9999999965,1.4924871203308144e-09,7.082510117300986e-10,9.01801259445795e-11
4.999999999999998,1154007.9999999965,1.4731258188515375e-09,7.327591126623252e-10,9.532692539752935e-11
5.099999999999998,1154007.9999999965,1.4544905890500697e-09,7.567142137853845e-10,1.0064679671912078e-10
5.1999999999999975,1154007.9999999965,1.4365593619222376e-09,7.801344993887736e-10,1.0613585519467768e-10
5.299999999999997,1154007.9999999965,1.4193107586435985e-09,8.030375914511798e-10,1.1179034397844504e-10
5.399999999999997,1154007.9999999965,1.4027240690748694e-09,8.254405671815242e-10,1.1760663014006026e-10
5.4999999999999964,1154007.9999999965,1.3867792309371734e-09,8.473599760135156e-10,1.2358120083435557e-10
5.599999999999996,1154007.9999999965,1.3714568096362376e-09,8.688118560707451e-10,1.297106595906492e-10
5.699999999999996,1154007.9999999965,1.3567379787153177e-09,8.898117501188186e-10,1.3599172271780274e-10
5.799999999999995,1154007.9999999965,1.3426045009172598e-09,9.103747210205117e-10,1.4242121582143793e-10
5.899999999999995,1154007.9999999965,1.329038709836719e-09,9.305153667094334e-10,1.4899607042981886e-10
